AQSID,STATE_NAME,COUNTY_NAME,PARAMETER_NAME,DATETIME_LOCAL,LATITUDE,LONGITUDE,UNITS_OF_MEASURE,AQI,CITY_NAME
AQ000739,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/01/17 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),21,Washington
AQ000740,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/01/18 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),24,Washington
AQ000741,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/01/19 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),34,Washington
AQ000742,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/01/20 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000743,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/01/21 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),14,Washington
AQ000744,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/01/22 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000745,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/01/23 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),38,Washington
AQ000746,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/01/24 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000747,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/01/25 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),36,Washington
AQ000748,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/01/26 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000749,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/01/27 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000750,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/01/28 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000751,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/01/29 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000752,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/01/30 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),20,Washington
AQ000753,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/01/31 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),48,Washington
AQ000754,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/02/01 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000755,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/02/02 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000756,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/02/03 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),38,Washington
AQ000757,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/02/04 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000758,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/02/05 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000759,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/02/06 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),23,Washington
AQ000760,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/02/07 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000761,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/02/08 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000762,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/02/09 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),39,Washington
AQ000763,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/02/10 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),28,Washington
AQ000764,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/02/11 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),40,Washington
AQ000765,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/02/12 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),27,Washington
AQ000766,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/02/13 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000767,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/02/14 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000768,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/02/15 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000769,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/02/16 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),43,Washington
AQ000770,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/02/17 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),25,Washington
AQ000771,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/02/18 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000772,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/02/19 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000773,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/02/20 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),18,Washington
AQ000774,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/02/21 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),27,Washington
AQ000775,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/02/22 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000776,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/02/23 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),21,Washington
AQ000777,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/02/24 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),29,Washington
AQ000778,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/02/25 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),17,Washington
AQ000779,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/02/26 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),40,Washington
AQ000780,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/02/27 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000781,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/02/28 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000782,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/01 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),30,Washington
AQ000783,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/02 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),35,Washington
AQ000784,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/03 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),15,Washington
AQ000785,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/04 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),20,Washington
AQ000786,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/05 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000787,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/06 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000788,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/07 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000789,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/08 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),10,Washington
AQ000790,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/09 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),19,Washington
AQ000791,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/10 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000792,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/11 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000793,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/12 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),15,Washington
AQ000794,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/13 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000795,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/14 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000796,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/15 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000797,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/16 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),47,Washington
AQ000798,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/17 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),52,Washington
AQ000799,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/18 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000800,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/19 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000801,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/20 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000802,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/21 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),16,Washington
AQ000803,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/22 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000804,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/23 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),24,Washington
AQ000805,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/24 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),32,Washington
AQ000806,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/25 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000807,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/26 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),5,Washington
AQ000808,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/27 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000809,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/28 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),13,Washington
AQ000810,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/29 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),18,Washington
AQ000811,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/30 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000812,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/03/31 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),34,Washington
AQ000813,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/04/01 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),10,Washington
AQ000814,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/04/02 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000815,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/04/03 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000816,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/04/04 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000817,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/04/05 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000818,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/04/06 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),10,Washington
AQ000819,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/04/07 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000820,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/04/08 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000821,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/04/09 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),5,Washington
AQ000822,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/04/10 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000823,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/04/11 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000824,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/04/12 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),21,Washington
AQ000825,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/04/13 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000826,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/04/14 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000827,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/04/15 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000828,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/04/16 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000829,District Of Columbia,District of Columbia,Aluminum PM2.5 LC,2022/05/20 04:00:00+00,38.921847,-77.013178,Micrograms/cubic meter (LC),,Washington
AQ000830,District Of Columbia,District of Columbia,Aluminum PM2.5 LC,2022/05/23 04:00:00+00,38.921847,-77.013178,Micrograms/cubic meter (LC),,Washington
AQ000831,District Of Columbia,District of Columbia,Aluminum PM2.5 LC,2022/05/26 04:00:00+00,38.921847,-77.013178,Micrograms/cubic meter (LC),,Washington
AQ000832,District Of Columbia,District of Columbia,Aluminum PM2.5 LC,2022/05/29 04:00:00+00,38.921847,-77.013178,Micrograms/cubic meter (LC),,Washington
AQ000833,District Of Columbia,District of Columbia,Aluminum PM2.5 LC,2022/06/01 04:00:00+00,38.921847,-77.013178,Micrograms/cubic meter (LC),,Washington
AQ000834,District Of Columbia,District of Columbia,Aluminum PM2.5 LC,2022/06/04 04:00:00+00,38.921847,-77.013178,Micrograms/cubic meter (LC),,Washington
AQ000835,District Of Columbia,District of Columbia,Aluminum PM2.5 LC,2022/06/07 04:00:00+00,38.921847,-77.013178,Micrograms/cubic meter (LC),,Washington
AQ000836,District Of Columbia,District of Columbia,Aluminum PM2.5 LC,2022/06/10 04:00:00+00,38.921847,-77.013178,Micrograms/cubic meter (LC),,Washington
AQ000837,District Of Columbia,District of Columbia,Aluminum PM2.5 LC,2022/06/13 04:00:00+00,38.921847,-77.013178,Micrograms/cubic meter (LC),,Washington
AQ000838,District Of Columbia,District of Columbia,Aluminum PM2.5 LC,2022/06/16 04:00:00+00,38.921847,-77.013178,Micrograms/cubic meter (LC),,Washington
AQ000839,District Of Columbia,District of Columbia,Aluminum PM2.5 LC,2022/06/19 04:00:00+00,38.921847,-77.013178,Micrograms/cubic meter (LC),,Washington
AQ000840,District Of Columbia,District of Columbia,Aluminum PM2.5 LC,2022/06/22 04:00:00+00,38.921847,-77.013178,Micrograms/cubic meter (LC),,Washington
AQ000841,District Of Columbia,District of Columbia,Aluminum PM2.5 LC,2022/06/25 04:00:00+00,38.921847,-77.013178,Micrograms/cubic meter (LC),,Washington
AQ000842,District Of Columbia,District of Columbia,Aluminum PM2.5 LC,2022/06/28 04:00:00+00,38.921847,-77.013178,Micrograms/cubic meter (LC),,Washington
AQ000843,District Of Columbia,District of Columbia,Aluminum PM2.5 LC,2022/07/01 04:00:00+00,38.921847,-77.013178,Micrograms/cubic meter (LC),,Washington
AQ000844,District Of Columbia,District of Columbia,Aluminum PM2.5 LC,2022/07/04 04:00:00+00,38.921847,-77.013178,Micrograms/cubic meter (LC),,Washington
AQ000845,District Of Columbia,District of Columbia,Aluminum PM2.5 LC,2022/07/07 04:00:00+00,38.921847,-77.013178,Micrograms/cubic meter (LC),,Washington
AQ000846,District Of Columbia,District of Columbia,Aluminum PM2.5 LC,2022/07/10 04:00:00+00,38.921847,-77.013178,Micrograms/cubic meter (LC),,Washington
AQ000847,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/05/03 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000848,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/05/04 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000849,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/05/05 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),19,Washington
AQ000850,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/05/06 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),19,Washington
AQ000851,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/05/07 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),6,Washington
AQ000852,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/05/08 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),18,Washington
AQ000853,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/05/09 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),25,Washington
AQ000854,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/05/10 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),24,Washington
AQ000855,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/05/11 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000856,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/05/12 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000857,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/05/13 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),23,Washington
AQ000858,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/05/14 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),15,Washington
AQ000859,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/05/15 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),19,Washington
AQ000860,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/05/16 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000861,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/05/17 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),24,Washington
AQ000862,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/05/18 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000863,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/05/19 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000864,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/05/20 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),60,Washington
AQ000865,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/05/21 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000866,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/05/22 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000867,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/08/03 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),28,Washington
AQ000868,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/08/04 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),40,Washington
AQ000869,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/08/05 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000870,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/08/06 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),22,Washington
AQ000871,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/08/07 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),22,Washington
AQ000872,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/08/08 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),29,Washington
AQ000873,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/08/09 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),26,Washington
AQ000874,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/08/10 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),28,Washington
AQ000875,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/08/11 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),24,Washington
AQ000876,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/08/12 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000877,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/08/13 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),17,Washington
AQ000878,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/08/14 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000879,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/08/15 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),25,Washington
AQ000880,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/08/16 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000881,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/08/17 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000882,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/08/18 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000883,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/08/19 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000884,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/08/20 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),26,Washington
AQ000885,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/08/21 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),18,Washington
AQ000886,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/08/22 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000887,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/08/23 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000888,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/08/24 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000889,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/08/25 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000890,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/08/26 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),49,Washington
AQ000891,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/08/27 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000892,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/08/28 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),48,Washington
AQ000893,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/08/29 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000894,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/08/30 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000895,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/08/31 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),20,Washington
AQ000896,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/09/01 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000897,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/09/02 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000898,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/09/03 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),26,Washington
AQ000899,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/09/04 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),31,Washington
AQ000900,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/09/05 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000901,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/09/06 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),15,Washington
AQ000902,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/09/07 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000903,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/09/08 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),29,Washington
AQ000904,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/09/09 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),30,Washington
AQ000905,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/09/10 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000906,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/09/11 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),18,Washington
AQ000907,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/09/12 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),20,Washington
AQ000908,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/09/13 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),18,Washington
